transaction_id,user_id,date,amount,category,payment_method,monthly_budget,cumulative_spend,financial_health_score
TRANS012510,CUST01258,2024-07-31,19000,Makan & Minum,Bank Transfer,2213000,435000,80.34
TRANS019753,CUST01258,2024-10-19,31000,Makan & Minum,E-Wallet,2213000,31000,98.6
TRANS011737,CUST01258,2024-11-18,243000,Hiburan & Nongkrong,Credit Card,2213000,243000,89.02
TRANS008473,CUST01258,2024-12-20,21000,Makan & Minum,Credit Card,2213000,21000,99.05
TRANS039484,CUST01261,2023-02-05,43000,Transportasi,E-Wallet,1723000,43000,97.5
TRANS036371,CUST01261,2023-04-11,167000,Kebutuhan Kuliah,Bank Transfer,1723000,167000,90.31
TRANS013838,CUST01261,2023-06-30,72000,Makan & Minum,Bank Transfer,1723000,72000,95.82
TRANS038733,CUST01261,2023-07-18,882000,Tagihan & Kos,Bank Transfer,1723000,882000,48.81
TRANS038758,CUST01261,2023-09-08,31000,Transportasi,Credit Card,1723000,31000,98.2
TRANS016506,CUST01261,2023-09-28,108000,Belanja Umum,Credit Card,1723000,139000,91.93
TRANS036493,CUST01261,2023-11-28,31000,Transportasi,Bank Transfer,1723000,31000,98.2
TRANS041877,CUST01261,2023-12-10,138000,Kebutuhan Kuliah,E-Wallet,1723000,138000,91.99
TRANS015023,CUST01261,2024-01-05,39000,Makan & Minum,Credit Card,1723000,39000,97.74
TRANS047054,CUST01261,2024-02-05,48000,Transportasi,Credit Card,1723000,48000,97.21
TRANS022651,CUST01261,2024-03-11,423000,Belanja Umum,Credit Card,1723000,423000,75.45
TRANS015111,CUST01261,2024-05-14,33000,Transportasi,Bank Transfer,1723000,33000,98.08
TRANS040391,CUST01261,2024-05-31,1723000,Tagihan & Kos,Bank Transfer,1723000,1756000,0.0
TRANS014019,CUST01261,2024-06-12,14000,Transportasi,Bank Transfer,1723000,14000,99.19
TRANS037322,CUST01261,2024-08-21,36000,Makan & Minum,Credit Card,1723000,36000,97.91
TRANS022917,CUST01261,2024-10-20,22000,Transportasi,Credit Card,1723000,22000,98.72
TRANS014821,CUST01261,2024-11-22,50000,Makan & Minum,E-Wallet,1723000,50000,97.1
TRANS010532,CUST01264,2023-01-07,19000,Transportasi,Credit Card,2247000,19000,99.15
TRANS010751,CUST01264,2023-01-19,27000,Makan & Minum,E-Wallet,2247000,46000,97.95
TRANS038390,CUST01264,2023-01-31,421000,Belanja Umum,Credit Card,2247000,467000,79.22
TRANS023516,CUST01264,2023-02-05,25000,Makan & Minum,E-Wallet,2247000,25000,98.89
TRANS037432,CUST01264,2023-02-13,18000,Transportasi,Credit Card,2247000,43000,98.09
TRANS019620,CUST01264,2023-03-22,36000,Makan & Minum,E-Wallet,2247000,36000,98.4
TRANS000090,CUST01264,2023-04-25,142000,Hiburan & Nongkrong,Bank Transfer,2247000,142000,93.68
TRANS046708,CUST01264,2023-05-04,51000,Makan & Minum,Bank Transfer,2247000,51000,97.73
TRANS034064,CUST01264,2023-06-11,37000,Makan & Minum,Bank Transfer,2247000,37000,98.35
TRANS043088,CUST01264,2023-06-28,486000,Belanja Umum,Bank Transfer,2247000,523000,76.72
TRANS008544,CUST01264,2023-11-06,53000,Makan & Minum,Bank Transfer,2247000,53000,97.64
TRANS007239,CUST01264,2023-11-17,62000,Makan & Minum,E-Wallet,2247000,115000,94.88
TRANS030955,CUST01264,2023-12-02,46000,Transportasi,Credit Card,2247000,46000,97.95
TRANS026897,CUST01264,2024-03-16,46000,Transportasi,Bank Transfer,2247000,46000,97.95
TRANS000440,CUST01264,2024-05-25,25000,Makan & Minum,Bank Transfer,2247000,25000,98.89
TRANS043478,CUST01264,2024-06-18,272000,Belanja Umum,Bank Transfer,2247000,272000,87.89
TRANS034985,CUST01264,2024-09-04,30000,Makan & Minum,Bank Transfer,2247000,30000,98.66
TRANS014051,CUST01264,2024-11-10,26000,Transportasi,Credit Card,2247000,26000,98.84
TRANS016475,CUST01264,2024-12-16,74000,Makan & Minum,Bank Transfer,2247000,74000,96.71
TRANS018677,CUST01266,2023-01-22,56000,Makan & Minum,E-Wallet,2797000,56000,98.0
TRANS004822,CUST01266,2023-02-10,63000,Makan & Minum,Bank Transfer,2797000,63000,97.75
TRANS034178,CUST01266,2023-02-20,67000,Kebutuhan Kuliah,Credit Card,2797000,130000,95.35
TRANS036032,CUST01266,2023-03-23,61000,Hiburan & Nongkrong,Credit Card,2797000,61000,97.82
TRANS009614,CUST01266,2023-03-24,200000,Belanja Umum,Bank Transfer,2797000,261000,90.67
TRANS003793,CUST01266,2023-04-08,112000,Hiburan & Nongkrong,E-Wallet,2797000,112000,96.0
TRANS019678,CUST01266,2023-04-14,117000,Belanja Umum,Credit Card,2797000,229000,91.81
TRANS018547,CUST01266,2023-05-19,71000,Makan & Minum,Bank Transfer,2797000,71000,97.46
TRANS013046,CUST01266,2023-05-21,28000,Transportasi,Bank Transfer,2797000,99000,96.46
TRANS024345,CUST01266,2023-07-12,45000,Makan & Minum,E-Wallet,2797000,45000,98.39
TRANS041278,CUST01266,2023-08-15,54000,Makan & Minum,E-Wallet,2797000,54000,98.07
TRANS004586,CUST01266,2023-09-15,67000,Kebutuhan Kuliah,Credit Card,2797000,67000,97.6
TRANS020756,CUST01266,2023-09-15,63000,Makan & Minum,Credit Card,2797000,130000,95.35
TRANS022154,CUST01266,2023-09-23,76000,Belanja Umum,Bank Transfer,2797000,206000,92.63
TRANS021899,CUST01266,2023-12-03,39000,Transportasi,E-Wallet,2797000,39000,98.61
TRANS027592,CUST01266,2024-01-25,45000,Makan & Minum,Credit Card,2797000,45000,98.39
TRANS000118,CUST01266,2024-01-29,29000,Transportasi,E-Wallet,2797000,74000,97.35
TRANS026402,CUST01266,2024-02-15,392000,Belanja Umum,Credit Card,2797000,392000,85.98
TRANS045981,CUST01266,2024-03-15,256000,Hiburan & Nongkrong,Bank Transfer,2797000,256000,90.85
TRANS007208,CUST01266,2024-04-18,143000,Kebutuhan Kuliah,Bank Transfer,2797000,143000,94.89
TRANS039501,CUST01266,2024-04-22,333000,Belanja Umum,Credit Card,2797000,476000,82.98
TRANS048149,CUST01266,2024-04-22,48000,Transportasi,Credit Card,2797000,524000,81.27
TRANS048976,CUST01266,2024-05-02,18000,Makan & Minum,Credit Card,2797000,18000,99.36
TRANS031976,CUST01266,2024-06-23,64000,Hiburan & Nongkrong,Credit Card,2797000,64000,97.71
TRANS038796,CUST01266,2024-07-03,392000,Belanja Umum,Credit Card,2797000,392000,85.98
TRANS025863,CUST01266,2024-08-06,41000,Makan & Minum,E-Wallet,2797000,41000,98.53
TRANS049373,CUST01266,2024-10-04,42000,Makan & Minum,Bank Transfer,2797000,42000,98.5
TRANS016756,CUST01266,2024-10-05,33000,Makan & Minum,Credit Card,2797000,75000,97.32
TRANS041697,CUST01271,2023-01-07,93000,Kebutuhan Kuliah,E-Wallet,3868000,93000,97.6
TRANS037952,CUST01271,2023-02-10,277000,Hiburan & Nongkrong,Bank Transfer,3868000,277000,92.84
TRANS008491,CUST01271,2023-03-09,301000,Belanja Umum,Credit Card,3868000,301000,92.22
TRANS020206,CUST01271,2023-05-05,66000,Makan & Minum,E-Wallet,3868000,66000,98.29
TRANS018836,CUST01271,2023-06-06,754000,Tagihan & Kos,Credit Card,3868000,754000,80.51
TRANS022914,CUST01271,2023-08-08,393000,Belanja Umum,Credit Card,3868000,393000,89.84
TRANS028837,CUST01271,2023-08-14,189000,Belanja Umum,E-Wallet,3868000,582000,84.95
TRANS003343,CUST01271,2023-09-01,48000,Transportasi,E-Wallet,3868000,48000,98.76
TRANS003783,CUST01271,2023-09-04,855000,Tagihan & Kos,Bank Transfer,3868000,903000,76.65
TRANS042668,CUST01271,2023-09-12,14000,Transportasi,E-Wallet,3868000,917000,76.29
TRANS035311,CUST01271,2023-09-30,63000,Makan & Minum,E-Wallet,3868000,980000,74.66
TRANS037875,CUST01271,2023-11-13,187000,Hiburan & Nongkrong,E-Wallet,3868000,187000,95.17
TRANS001568,CUST01271,2024-01-10,63000,Makan & Minum,E-Wallet,3868000,63000,98.37
TRANS047847,CUST01271,2024-01-21,27000,Transportasi,Bank Transfer,3868000,90000,97.67
TRANS019525,CUST01271,2024-02-08,61000,Makan & Minum,E-Wallet,3868000,61000,98.42
TRANS021868,CUST01271,2024-04-23,293000,Hiburan & Nongkrong,Bank Transfer,3868000,293000,92.43
TRANS033148,CUST01271,2024-05-11,67000,Makan & Minum,Credit Card,3868000,67000,98.27
TRANS018716,CUST01271,2024-05-25,68000,Makan & Minum,E-Wallet,3868000,135000,96.51
TRANS003077,CUST01271,2024-06-16,31000,Transportasi,E-Wallet,3868000,31000,99.2
TRANS012071,CUST01271,2024-07-01,53000,Makan & Minum,E-Wallet,3868000,53000,98.63
TRANS028964,CUST01271,2024-08-09,2124000,Tagihan & Kos,Credit Card,3868000,2124000,45.09
TRANS020094,CUST01271,2024-08-11,52000,Makan & Minum,Credit Card,3868000,2176000,43.74
TRANS032704,CUST01271,2024-08-28,206000,Hiburan & Nongkrong,Credit Card,3868000,2382000,38.42
TRANS045551,CUST01271,2024-09-04,116000,Hiburan & Nongkrong,Credit Card,3868000,116000,97.0
TRANS025793,CUST01271,2024-09-23,437000,Belanja Umum,Bank Transfer,3868000,553000,85.7
TRANS041462,CUST01272,2023-01-22,35000,Kebutuhan Kuliah,Bank Transfer,2263000,35000,98.45
TRANS008117,CUST01272,2023-02-27,275000,Hiburan & Nongkrong,Bank Transfer,2263000,275000,87.85
TRANS008136,CUST01272,2023-04-15,25000,Makan & Minum,E-Wallet,2263000,25000,98.9
TRANS000260,CUST01272,2023-05-08,238000,Hiburan & Nongkrong,Credit Card,2263000,238000,89.48
TRANS017993,CUST01272,2023-09-10,213000,Hiburan & Nongkrong,Credit Card,2263000,213000,90.59
TRANS001283,CUST01272,2023-09-20,45000,Makan & Minum,E-Wallet,2263000,258000,88.6
TRANS006574,CUST01272,2023-10-03,43000,Kebutuhan Kuliah,Credit Card,2263000,43000,98.1
TRANS044756,CUST01272,2023-10-04,65000,Makan & Minum,Bank Transfer,2263000,108000,95.23
TRANS012319,CUST01272,2024-02-18,16000,Transportasi,Credit Card,2263000,16000,99.29
TRANS024356,CUST01272,2024-03-24,48000,Makan & Minum,Bank Transfer,2263000,48000,97.88
TRANS008314,CUST01272,2024-03-25,1838000,Tagihan & Kos,E-Wallet,2263000,1886000,16.66
TRANS038764,CUST01272,2024-05-05,64000,Makan & Minum,Bank Transfer,2263000,64000,97.17
TRANS018905,CUST01272,2024-06-01,292000,Hiburan & Nongkrong,E-Wallet,2263000,292000,87.1
TRANS048313,CUST01272,2024-07-05,143000,Kebutuhan Kuliah,E-Wallet,2263000,143000,93.68
TRANS006973,CUST01272,2024-07-29,88000,Hiburan & Nongkrong,E-Wallet,2263000,231000,89.79
TRANS028967,CUST01272,2024-10-02,46000,Transportasi,E-Wallet,2263000,46000,97.97
TRANS043046,CUST01272,2024-11-01,68000,Makan & Minum,Credit Card,2263000,68000,97.0
TRANS036771,CUST01272,2024-11-18,56000,Kebutuhan Kuliah,Bank Transfer,2263000,124000,94.52
TRANS037985,CUST01282,2023-01-07,25000,Transportasi,E-Wallet,3395000,25000,99.26
TRANS006488,CUST01282,2023-02-14,39000,Makan & Minum,Bank Transfer,3395000,39000,98.85
TRANS020051,CUST01282,2023-02-21,37000,Makan & Minum,Bank Transfer,3395000,76000,97.76
TRANS048227,CUST01282,2023-03-11,31000,Makan & Minum,Credit Card,3395000,31000,99.09
TRANS030801,CUST01282,2023-03-31,55000,Makan & Minum,E-Wallet,3395000,86000,97.47
TRANS025946,CUST01282,2023-04-25,284000,Belanja Umum,Bank Transfer,3395000,284000,91.63
TRANS018007,CUST01282,2023-04-26,47000,Makan & Minum,Bank Transfer,3395000,331000,90.25
TRANS036944,CUST01282,2023-04-30,144000,Kebutuhan Kuliah,E-Wallet,3395000,475000,86.01
TRANS040729,CUST01282,2023-05-04,231000,Belanja Umum,Bank Transfer,3395000,231000,93.2
TRANS047108,CUST01282,2023-05-23,56000,Makan & Minum,E-Wallet,3395000,287000,91.55
TRANS024347,CUST01282,2023-07-09,59000,Makan & Minum,Credit Card,3395000,59000,98.26
TRANS018765,CUST01282,2023-07-10,46000,Makan & Minum,Credit Card,3395000,105000,96.91
TRANS043072,CUST01282,2023-08-14,66000,Makan & Minum,Credit Card,3395000,66000,98.06
TRANS020349,CUST01282,2023-08-29,35000,Makan & Minum,Bank Transfer,3395000,101000,97.03
TRANS048756,CUST01282,2023-08-30,28000,Kebutuhan Kuliah,Credit Card,3395000,129000,96.2
TRANS001444,CUST01282,2023-10-22,82000,Kebutuhan Kuliah,E-Wallet,3395000,82000,97.58
TRANS002436,CUST01282,2023-11-03,208000,Belanja Umum,E-Wallet,3395000,208000,93.87
TRANS031708,CUST01282,2024-01-20,23000,Makan & Minum,Bank Transfer,3395000,23000,99.32
TRANS025715,CUST01282,2024-02-15,175000,Hiburan & Nongkrong,Credit Card,3395000,175000,94.85
TRANS039558,CUST01282,2024-02-16,107000,Hiburan & Nongkrong,Credit Card,3395000,282000,91.69
TRANS030533,CUST01282,2024-05-03,130000,Hiburan & Nongkrong,Credit Card,3395000,130000,96.17
TRANS023796,CUST01282,2024-06-04,18000,Makan & Minum,E-Wallet,3395000,18000,99.47
TRANS032389,CUST01282,2024-06-26,62000,Makan & Minum,Credit Card,3395000,80000,97.64
TRANS026403,CUST01282,2024-06-28,64000,Makan & Minum,Bank Transfer,3395000,144000,95.76
TRANS001532,CUST01282,2024-08-08,21000,Transportasi,Bank Transfer,3395000,21000,99.38
TRANS028496,CUST01282,2024-08-13,64000,Makan & Minum,Credit Card,3395000,85000,97.5
TRANS047426,CUST01282,2024-09-08,36000,Transportasi,Credit Card,3395000,36000,98.94
TRANS041742,CUST01282,2024-10-09,68000,Makan & Minum,E-Wallet,3395000,68000,98.0
TRANS037046,CUST01282,2024-11-21,108000,Kebutuhan Kuliah,Bank Transfer,3395000,108000,96.82
TRANS019812,CUST01282,2024-11-22,1309000,Tagihan & Kos,E-Wallet,3395000,1417000,58.26
TRANS026270,CUST01282,2024-12-01,51000,Makan & Minum,Bank Transfer,3395000,51000,98.5
TRANS016793,CUST01282,2024-12-02,11000,Transportasi,E-Wallet,3395000,62000,98.17
TRANS017344,CUST01282,2024-12-06,41000,Transportasi,Credit Card,3395000,103000,96.97
TRANS021537,CUST01282,2024-12-23,166000,Kebutuhan Kuliah,Bank Transfer,3395000,269000,92.08
TRANS006228,CUST01282,2024-12-29,56000,Kebutuhan Kuliah,E-Wallet,3395000,325000,90.43
TRANS021131,CUST01286,2023-02-10,65000,Makan & Minum,Bank Transfer,2996000,65000,97.83
TRANS009495,CUST01286,2023-02-13,70000,Kebutuhan Kuliah,Bank Transfer,2996000,135000,95.49
TRANS000552,CUST01286,2023-03-17,11000,Transportasi,Bank Transfer,2996000,11000,99.63
TRANS042611,CUST01286,2023-07-09,24000,Makan & Minum,E-Wallet,2996000,24000,99.2
TRANS023755,CUST01286,2023-07-28,188000,Belanja Umum,Credit Card,2996000,212000,92.92
TRANS023282,CUST01286,2023-08-15,17000,Makan & Minum,Credit Card,2996000,17000,99.43
TRANS024866,CUST01286,2023-08-21,59000,Makan & Minum,Credit Card,2996000,76000,97.46
TRANS038583,CUST01286,2023-08-31,183000,Belanja Umum,E-Wallet,2996000,259000,91.36
TRANS032144,CUST01286,2023-12-07,36000,Makan & Minum,Bank Transfer,2996000,36000,98.8
TRANS040891,CUST01286,2024-02-27,11000,Transportasi,Bank Transfer,2996000,11000,99.63
TRANS009499,CUST01286,2024-03-09,188000,Hiburan & Nongkrong,Credit Card,2996000,188000,93.72
TRANS019129,CUST01286,2024-04-14,27000,Makan & Minum,E-Wallet,2996000,27000,99.1
TRANS004084,CUST01286,2024-04-28,86000,Hiburan & Nongkrong,E-Wallet,2996000,113000,96.23
TRANS003207,CUST01286,2024-06-29,379000,Belanja Umum,E-Wallet,2996000,379000,87.35
TRANS008745,CUST01286,2024-07-21,18000,Transportasi,E-Wallet,2996000,18000,99.4
TRANS020060,CUST01286,2024-08-30,174000,Hiburan & Nongkrong,E-Wallet,2996000,174000,94.19
TRANS024040,CUST01286,2024-11-06,20000,Transportasi,E-Wallet,2996000,20000,99.33
TRANS048705,CUST01286,2024-11-15,73000,Makan & Minum,E-Wallet,2996000,93000,96.9
TRANS020877,CUST01286,2024-11-27,439000,Belanja Umum,E-Wallet,2996000,532000,82.24
TRANS036434,CUST01290,2023-01-26,70000,Makan & Minum,Credit Card,3764000,70000,98.14
TRANS048479,CUST01290,2023-02-26,25000,Transportasi,Credit Card,3764000,25000,99.34
TRANS031099,CUST01290,2023-03-12,46000,Transportasi,Bank Transfer,3764000,46000,98.78
TRANS015353,CUST01290,2023-03-13,137000,Kebutuhan Kuliah,Credit Card,3764000,183000,95.14
TRANS035070,CUST01290,2023-03-16,42000,Makan & Minum,Bank Transfer,3764000,225000,94.02
TRANS017768,CUST01290,2023-03-20,32000,Makan & Minum,E-Wallet,3764000,257000,93.17
TRANS024804,CUST01290,2023-04-10,47000,Makan & Minum,Credit Card,3764000,47000,98.75
TRANS041424,CUST01290,2023-06-04,68000,Makan & Minum,E-Wallet,3764000,68000,98.19
TRANS026886,CUST01290,2023-06-18,56000,Makan & Minum,Credit Card,3764000,124000,96.71
TRANS045675,CUST01290,2023-06-29,56000,Hiburan & Nongkrong,E-Wallet,3764000,180000,95.22
TRANS016683,CUST01290,2023-08-19,11000,Transportasi,Credit Card,3764000,11000,99.71
TRANS024453,CUST01290,2023-09-24,22000,Transportasi,Credit Card,3764000,22000,99.42
TRANS030447,CUST01290,2023-09-27,2389000,Tagihan & Kos,Credit Card,3764000,2411000,35.95
TRANS021073,CUST01290,2023-12-20,231000,Hiburan & Nongkrong,E-Wallet,3764000,231000,93.86
TRANS037458,CUST01290,2024-01-20,405000,Belanja Umum,E-Wallet,3764000,405000,89.24
TRANS006789,CUST01290,2024-02-23,120000,Kebutuhan Kuliah,Credit Card,3764000,120000,96.81
TRANS046493,CUST01290,2024-02-23,295000,Hiburan & Nongkrong,E-Wallet,3764000,415000,88.97
TRANS034697,CUST01290,2024-03-05,192000,Hiburan & Nongkrong,Bank Transfer,3764000,192000,94.9
TRANS031479,CUST01290,2024-04-19,145000,Belanja Umum,Bank Transfer,3764000,145000,96.15
TRANS028297,CUST01290,2024-05-12,38000,Transportasi,E-Wallet,3764000,38000,98.99
TRANS020605,CUST01290,2024-06-14,38000,Makan & Minum,E-Wallet,3764000,38000,98.99
TRANS002932,CUST01290,2024-07-06,50000,Makan & Minum,Bank Transfer,3764000,50000,98.67
TRANS026103,CUST01290,2024-07-23,11000,Transportasi,Credit Card,3764000,61000,98.38
TRANS046355,CUST01290,2024-09-01,192000,Kebutuhan Kuliah,Credit Card,3764000,192000,94.9
TRANS033246,CUST01290,2024-09-25,44000,Makan & Minum,E-Wallet,3764000,236000,93.73
TRANS020396,CUST01290,2024-11-04,22000,Makan & Minum,Credit Card,3764000,22000,99.42
TRANS007044,CUST01290,2024-11-26,285000,Hiburan & Nongkrong,Credit Card,3764000,307000,91.84
TRANS023872,CUST01290,2024-12-03,68000,Makan & Minum,E-Wallet,3764000,68000,98.19
TRANS047661,CUST01290,2024-12-06,381000,Belanja Umum,Bank Transfer,3764000,449000,88.07
TRANS042496,CUST01291,2023-01-22,14000,Transportasi,Credit Card,2360000,14000,99.41
TRANS041591,CUST01291,2023-03-13,43000,Transportasi,E-Wallet,2360000,43000,98.18
TRANS041541,CUST01291,2023-04-24,141000,Kebutuhan Kuliah,E-Wallet,2360000,141000,94.03
TRANS009758,CUST01291,2023-05-05,42000,Transportasi,Bank Transfer,2360000,42000,98.22
TRANS037602,CUST01291,2023-05-08,182000,Hiburan & Nongkrong,Credit Card,2360000,224000,90.51
TRANS011798,CUST01291,2023-05-13,30000,Transportasi,Bank Transfer,2360000,254000,89.24
TRANS044536,CUST01291,2023-06-15,37000,Transportasi,E-Wallet,2360000,37000,98.43
TRANS000937,CUST01291,2023-07-03,673000,Tagihan & Kos,Bank Transfer,2360000,673000,71.48
TRANS040912,CUST01291,2023-07-08,19000,Makan & Minum,Credit Card,2360000,692000,70.68
TRANS043052,CUST01291,2023-10-01,31000,Transportasi,Credit Card,2360000,31000,98.69
TRANS040265,CUST01291,2023-10-03,38000,Makan & Minum,Bank Transfer,2360000,69000,97.08
TRANS028439,CUST01291,2023-11-05,144000,Kebutuhan Kuliah,Credit Card,2360000,144000,93.9
TRANS033173,CUST01291,2024-02-10,29000,Transportasi,Bank Transfer,2360000,29000,98.77
TRANS046558,CUST01291,2024-02-12,26000,Transportasi,E-Wallet,2360000,55000,97.67
TRANS005091,CUST01291,2024-03-24,269000,Hiburan & Nongkrong,E-Wallet,2360000,269000,88.6
TRANS025161,CUST01291,2024-04-05,24000,Makan & Minum,Credit Card,2360000,24000,98.98
TRANS000002,CUST01291,2024-04-07,19000,Makan & Minum,Bank Transfer,2360000,43000,98.18
TRANS005867,CUST01291,2024-08-09,106000,Belanja Umum,E-Wallet,2360000,106000,95.51
TRANS028341,CUST01291,2024-08-24,60000,Makan & Minum,Credit Card,2360000,166000,92.97
TRANS028856,CUST01291,2024-09-08,45000,Makan & Minum,Credit Card,2360000,45000,98.09
TRANS012958,CUST01291,2024-09-15,20000,Transportasi,Bank Transfer,2360000,65000,97.25
TRANS017031,CUST01291,2024-10-18,489000,Belanja Umum,Credit Card,2360000,489000,79.28
TRANS035685,CUST01291,2024-10-20,34000,Transportasi,E-Wallet,2360000,523000,77.84
TRANS045908,CUST01291,2024-10-30,174000,Belanja Umum,Credit Card,2360000,697000,70.47
TRANS025858,CUST01291,2024-11-27,17000,Makan & Minum,E-Wallet,2360000,17000,99.28
TRANS014998,CUST01291,2024-12-11,39000,Makan & Minum,E-Wallet,2360000,39000,98.35
TRANS017633,CUST01296,2023-01-12,64000,Makan & Minum,E-Wallet,1661000,64000,96.15
TRANS043201,CUST01296,2023-03-13,73000,Makan & Minum,Bank Transfer,1661000,73000,95.61
TRANS025621,CUST01296,2023-03-18,51000,Makan & Minum,E-Wallet,1661000,124000,92.53
TRANS048453,CUST01296,2023-03-30,107000,Hiburan & Nongkrong,E-Wallet,1661000,231000,86.09
TRANS022043,CUST01296,2023-04-02,67000,Makan & Minum,E-Wallet,1661000,67000,95.97
TRANS034611,CUST01296,2023-04-02,40000,Makan & Minum,Bank Transfer,1661000,107000,93.56
TRANS018528,CUST01296,2023-04-19,56000,Makan & Minum,E-Wallet,1661000,163000,90.19
TRANS035934,CUST01296,2023-05-06,58000,Makan & Minum,Bank Transfer,1661000,58000,96.51
TRANS049963,CUST01296,2023-07-16,130000,Hiburan & Nongkrong,Credit Card,1661000,130000,92.17
TRANS023939,CUST01296,2023-08-15,57000,Makan & Minum,Credit Card,1661000,57000,96.57
TRANS011541,CUST01296,2023-11-05,61000,Makan & Minum,E-Wallet,1661000,61000,96.33
TRANS027755,CUST01296,2023-12-08,60000,Makan & Minum,Bank Transfer,1661000,60000,96.39
TRANS046198,CUST01296,2023-12-26,66000,Makan & Minum,Credit Card,1661000,126000,92.41
TRANS038817,CUST01296,2023-12-27,55000,Makan & Minum,Bank Transfer,1661000,181000,89.1
TRANS002496,CUST01296,2023-12-31,17000,Transportasi,E-Wallet,1661000,198000,88.08
TRANS043145,CUST01296,2024-02-12,73000,Makan & Minum,Credit Card,1661000,73000,95.61
TRANS023224,CUST01296,2024-02-25,22000,Makan & Minum,E-Wallet,1661000,95000,94.28
TRANS024164,CUST01296,2024-03-13,89000,Hiburan & Nongkrong,E-Wallet,1661000,89000,94.64
TRANS032048,CUST01296,2024-03-15,297000,Hiburan & Nongkrong,E-Wallet,1661000,386000,76.76
TRANS031672,CUST01296,2024-03-22,28000,Transportasi,Credit Card,1661000,414000,75.08
TRANS024207,CUST01296,2024-04-17,44000,Transportasi,Credit Card,1661000,44000,97.35
TRANS013715,CUST01296,2024-07-12,99000,Kebutuhan Kuliah,Bank Transfer,1661000,99000,94.04
TRANS008496,CUST01296,2024-11-16,43000,Makan & Minum,Bank Transfer,1661000,43000,97.41
TRANS000207,CUST01296,2024-12-07,42000,Makan & Minum,Bank Transfer,1661000,42000,97.47
TRANS033183,CUST01298,2023-01-28,32000,Makan & Minum,Bank Transfer,3568000,32000,99.1
TRANS010137,CUST01298,2023-02-25,47000,Kebutuhan Kuliah,E-Wallet,3568000,47000,98.68
TRANS044848,CUST01298,2023-03-30,26000,Makan & Minum,Bank Transfer,3568000,26000,99.27
TRANS043375,CUST01298,2023-05-09,59000,Makan & Minum,E-Wallet,3568000,59000,98.35
TRANS033371,CUST01298,2023-06-20,121000,Hiburan & Nongkrong,Credit Card,3568000,121000,96.61
TRANS038232,CUST01298,2023-06-24,18000,Transportasi,E-Wallet,3568000,139000,96.1
TRANS031626,CUST01298,2023-07-21,74000,Makan & Minum,E-Wallet,3568000,74000,97.93
TRANS029589,CUST01298,2023-09-07,231000,Hiburan & Nongkrong,E-Wallet,3568000,231000,93.53
TRANS011182,CUST01298,2023-11-21,55000,Makan & Minum,Bank Transfer,3568000,55000,98.46
TRANS002715,CUST01298,2023-12-10,69000,Belanja Umum,E-Wallet,3568000,69000,98.07
TRANS000114,CUST01298,2023-12-11,61000,Makan & Minum,Bank Transfer,3568000,130000,96.36
TRANS047327,CUST01298,2024-01-12,32000,Makan & Minum,Bank Transfer,3568000,32000,99.1
TRANS043512,CUST01298,2024-01-22,18000,Transportasi,E-Wallet,3568000,50000,98.6
TRANS010635,CUST01298,2024-06-09,65000,Makan & Minum,Bank Transfer,3568000,65000,98.18
TRANS016459,CUST01298,2024-07-16,41000,Transportasi,Credit Card,3568000,41000,98.85
TRANS007757,CUST01298,2024-08-31,199000,Kebutuhan Kuliah,Credit Card,3568000,199000,94.42
TRANS041756,CUST01298,2024-09-19,122000,Kebutuhan Kuliah,Bank Transfer,3568000,122000,96.58
TRANS036599,CUST01298,2024-09-30,216000,Hiburan & Nongkrong,Credit Card,3568000,338000,90.53
TRANS015724,CUST01298,2024-12-23,20000,Makan & Minum,Credit Card,3568000,20000,99.44
TRANS000561,CUST01305,2023-01-31,30000,Makan & Minum,Credit Card,2806000,30000,98.93
TRANS006623,CUST01305,2023-03-25,53000,Makan & Minum,Credit Card,2806000,53000,98.11
TRANS013296,CUST01305,2023-04-24,94000,Kebutuhan Kuliah,E-Wallet,2806000,94000,96.65
TRANS008929,CUST01305,2023-05-29,161000,Hiburan & Nongkrong,Credit Card,2806000,161000,94.26
TRANS031641,CUST01305,2023-07-26,12000,Transportasi,Bank Transfer,2806000,12000,99.57
TRANS027472,CUST01305,2023-08-08,39000,Makan & Minum,Bank Transfer,2806000,39000,98.61
TRANS033891,CUST01305,2023-08-15,93000,Hiburan & Nongkrong,Bank Transfer,2806000,132000,95.3
TRANS023839,CUST01305,2023-08-25,19000,Makan & Minum,Credit Card,2806000,151000,94.62
TRANS031813,CUST01305,2023-09-11,50000,Makan & Minum,E-Wallet,2806000,50000,98.22
TRANS039622,CUST01305,2023-09-11,489000,Belanja Umum,Bank Transfer,2806000,539000,80.79
TRANS034478,CUST01305,2023-09-20,13000,Transportasi,Credit Card,2806000,552000,80.33
TRANS021677,CUST01305,2023-09-24,218000,Hiburan & Nongkrong,E-Wallet,2806000,770000,72.56
TRANS015263,CUST01305,2023-10-17,54000,Makan & Minum,Bank Transfer,2806000,54000,98.08
TRANS033698,CUST01305,2023-11-18,27000,Makan & Minum,E-Wallet,2806000,27000,99.04
TRANS012361,CUST01305,2023-12-15,33000,Transportasi,Credit Card,2806000,33000,98.82
TRANS040508,CUST01305,2023-12-21,17000,Makan & Minum,Bank Transfer,2806000,50000,98.22
